"","Incident.Number","CalendarYear","Month","IncDate","Call_Type","Problem","ResponseArea","Jurisdiction","PriorityDescription","Council_District","Location","Date","dateDay","month","day","season","Fire_Type"
"12817",23138255,2023,"Oct","10/04/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-0101","AFD","3F","3","(-97.734657,30.263738)",2023-10-04,"10-04",10,4,"Fall","TRASH"
"12818",23138339,2023,"Oct","10/05/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-2306","AFD","3F","4","(-97.697870,30.361522)",2023-10-05,"10-05",10,5,"Fall","TRASH"
"12819",23138390,2023,"Oct","10/05/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-0902","AFD","3F","9","(-97.724596,30.306996)",2023-10-05,"10-05",10,5,"Fall","TRASH"
"12820",23138410,2023,"Oct","10/05/2023 12:00:00 AM","Fire","ELEC - Electrical Fire","00-2203","AFD","3F","3","(-97.713909,30.236721)",2023-10-05,"10-05",10,5,"Fall","ELEC"
"12821",23138483,2023,"Oct","10/05/2023 12:00:00 AM","Fire","ELEC - Electrical Fire","00-2801","AFD","3F","7","(-97.701918,30.419484)",2023-10-05,"10-05",10,5,"Fall","ELEC"
"12822",23138487,2023,"Oct","10/05/2023 12:00:00 AM","Fire","AUTO - Auto Fire","00-4907","AFD","2F","5","(-97.800544,30.128254)",2023-10-05,"10-05",10,5,"Fall","AUTO"
"12823",23138515,2023,"Oct","10/05/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-4401","AFD","3F","6","(-97.769546,30.433919)",2023-10-05,"10-05",10,5,"Fall","TRASH"
"12824",23138565,2023,"Oct","10/05/2023 12:00:00 AM","Fire","AUTO - Auto Fire","00-2807","AFD","2F","6","(-97.735976,30.437277)",2023-10-05,"10-05",10,5,"Fall","AUTO"
"12825",23138596,2023,"Oct","10/05/2023 12:00:00 AM","Fire","ELEC - Electrical Fire","00-0201","AFD","3F","9","(-97.739639,30.282503)",2023-10-05,"10-05",10,5,"Fall","ELEC"
"12826",23138634,2023,"Oct","10/05/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-2204","AFD","3F","3","(-97.702362,30.231877)",2023-10-05,"10-05",10,5,"Fall","TRASH"
"12827",23138670,2023,"Oct","10/05/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-1702","AFD","3F","3","(-97.778501,30.212874)",2023-10-05,"10-05",10,5,"Fall","TRASH"
"12828",23138692,2023,"Oct","10/05/2023 12:00:00 AM","Fire","BOX -Structure Fire","00-2403","AFD","1F","2","(-97.767086,30.190343)",2023-10-05,"10-05",10,5,"Fall","BOX"
"12829",23138733,2023,"Oct","10/05/2023 12:00:00 AM","Fire","BOXL- Structure Fire","00-2901","AFD","1F","5","(-97.841158,30.197172)",2023-10-05,"10-05",10,5,"Fall","BOXL"
"12830",23138769,2023,"Oct","10/05/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-1707","AFD","3F","3","(-97.763194,30.223158)",2023-10-05,"10-05",10,5,"Fall","TRASH"
"12831",23138836,2023,"Oct","10/06/2023 12:00:00 AM","Fire","AUTO - Auto Fire","00-3601","AFD","2F","2","(-97.784132,30.170670)",2023-10-06,"10-06",10,6,"Fall","AUTO"
"12832",23138855,2023,"Oct","10/06/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-0601","AFD","3F","9","(-97.741223,30.233848)",2023-10-06,"10-06",10,6,"Fall","TRASH"
"12833",23138877,2023,"Oct","10/06/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-0802","AFD","3F","4","(-97.702409,30.362117)",2023-10-06,"10-06",10,6,"Fall","TRASH"
"12834",23138973,2023,"Oct","10/06/2023 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-3601","AFD","3F","2","(-97.786395,30.167635)",2023-10-06,"10-06",10,6,"Fall","GRASS"
"12835",23138984,2023,"Oct","10/06/2023 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-4902","AFD","3F","5","(-97.785529,30.165673)",2023-10-06,"10-06",10,6,"Fall","GRASS"
"12836",23139009,2023,"Oct","10/06/2023 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-3502","AFD","3F","3","(-97.734854,30.222347)",2023-10-06,"10-06",10,6,"Fall","GRASS"
"12837",23139024,2023,"Oct","10/06/2023 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-1705","AFD","3F","5","(-97.791512,30.231994)",2023-10-06,"10-06",10,6,"Fall","GRASS"
"12838",23139034,2023,"Oct","10/06/2023 12:00:00 AM","Fire","GRASS - Small Grass Fire","04-2609","AFD","3F","-","(-97.611956,30.257119)",2023-10-06,"10-06",10,6,"Fall","GRASS"
"12839",23139075,2023,"Oct","10/06/2023 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-2206","AFD","1F","3","(-97.703543,30.215665)",2023-10-06,"10-06",10,6,"Fall","BOXS"
"12840",23139099,2023,"Oct","10/06/2023 12:00:00 AM","Fire","BOX -Structure Fire","00-0504","AFD","1F","1","(-97.668430,30.309266)",2023-10-06,"10-06",10,6,"Fall","BOX"
"12841",23139143,2023,"Oct","10/06/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-2306","AFD","3F","4","(-97.697712,30.354160)",2023-10-06,"10-06",10,6,"Fall","TRASH"
"12842",23139169,2023,"Oct","10/06/2023 12:00:00 AM","Fire","AUTO - Auto Fire","00-4001","AFD","2F","7","(-97.652819,30.394961)",2023-10-06,"10-06",10,6,"Fall","AUTO"
"12843",23139201,2023,"Oct","10/06/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-0701","AFD","3F","3","(-97.726032,30.259144)",2023-10-06,"10-06",10,6,"Fall","TRASH"
"12844",23139206,2023,"Oct","10/06/2023 12:00:00 AM","Fire","AUTO - Auto Fire","00-4403","AFD","2F","6","(-97.752320,30.440150)",2023-10-06,"10-06",10,6,"Fall","AUTO"
"12845",23139226,2023,"Oct","10/06/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-2204","AFD","3F","3","(-97.714629,30.235147)",2023-10-06,"10-06",10,6,"Fall","TRASH"
"12846",23139353,2023,"Oct","10/07/2023 12:00:00 AM","Fire","ELEC - Electrical Fire","00-1710","AFD","3F","3","(-97.769814,30.201466)",2023-10-07,"10-07",10,7,"Fall","ELEC"
"12847",23139384,2023,"Oct","10/07/2023 12:00:00 AM","Fire","ELEC - Electrical Fire","00-2301","AFD","3F","1","(-97.674901,30.371343)",2023-10-07,"10-07",10,7,"Fall","ELEC"
"12848",23139430,2023,"Oct","10/07/2023 12:00:00 AM","Fire","GRASS - Small Grass Fire","04-2605","AFD","3F","-","(-97.633578,30.257114)",2023-10-07,"10-07",10,7,"Fall","GRASS"
"12849",23139437,2023,"Oct","10/07/2023 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-2202","AFD","3F","3","(-97.721014,30.236495)",2023-10-07,"10-07",10,7,"Fall","GRASS"
"12850",23139478,2023,"Oct","10/07/2023 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-2304","AFD","3F","4","(-97.693598,30.344954)",2023-10-07,"10-07",10,7,"Fall","GRASS"
"12851",23139563,2023,"Oct","10/07/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-1101","AFD","3F","5","(-97.768944,30.261635)",2023-10-07,"10-07",10,7,"Fall","TRASH"
"12852",23139596,2023,"Oct","10/07/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-3701","AFD","3F","8","(-97.883209,30.248115)",2023-10-07,"10-07",10,7,"Fall","TRASH"
"12853",23139603,2023,"Oct","10/07/2023 12:00:00 AM","Fire","BBQ - Unsafe Cooking","00-1705","AFD","4F","3","(-97.775464,30.232769)",2023-10-07,"10-07",10,7,"Fall","BBQ"
"12854",23139612,2023,"Oct","10/07/2023 12:00:00 AM","Fire","BBQ - Unsafe Cooking","00-0802","AFD","4F","4","(-97.699010,30.359455)",2023-10-07,"10-07",10,7,"Fall","BBQ"
"12855",23139627,2023,"Oct","10/07/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-3601","AFD","3F","2","(-97.787498,30.169713)",2023-10-07,"10-07",10,7,"Fall","TRASH"
"12856",23139634,2023,"Oct","10/07/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-0502","AFD","3F","1","(-97.698437,30.274661)",2023-10-07,"10-07",10,7,"Fall","TRASH"
"12857",23139647,2023,"Oct","10/07/2023 12:00:00 AM","Fire","ELEC - Electrical Fire","00-3907","AFD","3F","6","(-97.840158,30.435436)",2023-10-07,"10-07",10,7,"Fall","ELEC"
"12858",23139649,2023,"Oct","10/07/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-3001","AFD","3F","4","(-97.698591,30.366074)",2023-10-07,"10-07",10,7,"Fall","TRASH"
"12859",23139671,2023,"Oct","10/07/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-1702","AFD","3F","2","(-97.784170,30.209473)",2023-10-07,"10-07",10,7,"Fall","TRASH"
"12860",23139672,2023,"Oct","10/07/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-1702","AFD","3F","2","(-97.783107,30.209029)",2023-10-07,"10-07",10,7,"Fall","TRASH"
"12861",23139674,2023,"Oct","10/07/2023 12:00:00 AM","Fire","AUTO - Auto Fire","00-4907","AFD","2F","5","(-97.807317,30.111464)",2023-10-07,"10-07",10,7,"Fall","AUTO"
"12862",23139677,2023,"Oct","10/07/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-1802","AFD","3F","1","(-97.685135,30.301024)",2023-10-07,"10-07",10,7,"Fall","TRASH"
"12863",23139692,2023,"Oct","10/07/2023 12:00:00 AM","Fire","BOX -Structure Fire","00-3701","AFD","1F","8","(-97.882611,30.250044)",2023-10-07,"10-07",10,7,"Fall","BOX"
"12864",23139693,2023,"Oct","10/07/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-2704","AFD","3F","8","(-97.826130,30.231880)",2023-10-07,"10-07",10,7,"Fall","TRASH"
"12865",23139699,2023,"Oct","10/07/2023 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-0401","AFD","3F","-","(-97.768127,30.278308)",2023-10-07,"10-07",10,7,"Fall","GRASS"
"12866",23139747,2023,"Oct","10/08/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-0803","AFD","3F","4","(-97.704068,30.354524)",2023-10-08,"10-08",10,8,"Fall","TRASH"
"12867",23139774,2023,"Oct","10/08/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-1602","AFD","3F","4","(-97.712888,30.346404)",2023-10-08,"10-08",10,8,"Fall","TRASH"
"12868",23139799,2023,"Oct","10/08/2023 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-0301","AFD","3F","9","(-97.741646,30.290888)",2023-10-08,"10-08",10,8,"Fall","DUMP"
"12869",23139807,2023,"Oct","10/08/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-0101","AFD","3F","3","(-97.733410,30.260170)",2023-10-08,"10-08",10,8,"Fall","TRASH"
"12870",23139862,2023,"Oct","10/08/2023 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-2402","AFD","1F","2","(-97.760751,30.197026)",2023-10-08,"10-08",10,8,"Fall","BOXS"
"12871",23139882,2023,"Oct","10/08/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-2803","AFD","3F","7","(-97.705186,30.413887)",2023-10-08,"10-08",10,8,"Fall","TRASH"
"12872",23139883,2023,"Oct","10/08/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-2803","AFD","3F","7","(-97.706147,30.414295)",2023-10-08,"10-08",10,8,"Fall","TRASH"
"12873",23139885,2023,"Oct","10/08/2023 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-0301","AFD","1F","9","(-97.744277,30.292184)",2023-10-08,"10-08",10,8,"Fall","BOXS"
"12874",23139908,2023,"Oct","10/08/2023 12:00:00 AM","Fire","AUTO - Auto Fire","00-3604","AFD","2F","5","(-97.789515,30.165489)",2023-10-08,"10-08",10,8,"Fall","AUTO"
"12875",23139967,2023,"Oct","10/08/2023 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-3003","AFD","3F","7","(-97.672862,30.388469)",2023-10-08,"10-08",10,8,"Fall","GRASS"
"12876",23139971,2023,"Oct","10/08/2023 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-0803","AFD","3F","4","(-97.707452,30.353697)",2023-10-08,"10-08",10,8,"Fall","DUMP"
"12877",23139985,2023,"Oct","10/08/2023 12:00:00 AM","Fire","ELEC - Electrical Fire","00-3502","AFD","3F","3","(-97.733709,30.218648)",2023-10-08,"10-08",10,8,"Fall","ELEC"
"12878",23140012,2023,"Oct","10/08/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-0702","AFD","3F","3","(-97.711614,30.261142)",2023-10-08,"10-08",10,8,"Fall","TRASH"
"12879",23140018,2023,"Oct","10/08/2023 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-2202","AFD","3F","3","(-97.729184,30.233380)",2023-10-08,"10-08",10,8,"Fall","GRASS"
"12880",23140043,2023,"Oct","10/08/2023 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-2501","AFD","1F","10","(-97.764830,30.431475)",2023-10-08,"10-08",10,8,"Fall","BOXS"
"12881",23140048,2023,"Oct","10/08/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-1708","AFD","3F","3","(-97.764917,30.221272)",2023-10-08,"10-08",10,8,"Fall","TRASH"
"12882",23140052,2023,"Oct","10/08/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-2004","AFD","3F","5","(-97.805208,30.219492)",2023-10-08,"10-08",10,8,"Fall","TRASH"
"12883",23140054,2023,"Oct","10/08/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-1804","AFD","3F","4","(-97.700153,30.332556)",2023-10-08,"10-08",10,8,"Fall","TRASH"
"12884",23140092,2023,"Oct","10/08/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-1702","AFD","3F","3","(-97.777707,30.208382)",2023-10-08,"10-08",10,8,"Fall","TRASH"
"12885",23140104,2023,"Oct","10/08/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-0102","AFD","3F","9","(-97.741967,30.262652)",2023-10-08,"10-08",10,8,"Fall","TRASH"
"12886",23140156,2023,"Oct","10/09/2023 12:00:00 AM","Fire","BOX -Structure Fire","00-3002","AFD","1F","7","(-97.703094,30.397015)",2023-10-09,"10-09",10,9,"Fall","BOX"
"12887",23140241,2023,"Oct","10/09/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-0805","AFD","3F","7","(-97.730604,30.357154)",2023-10-09,"10-09",10,9,"Fall","TRASH"
"12888",23140324,2023,"Oct","10/09/2023 12:00:00 AM","Fire","BOX -Structure Fire","00-4505","AFD","1F","6","(-97.771889,30.500226)",2023-10-09,"10-09",10,9,"Fall","BOX"
"12889",23140336,2023,"Oct","10/09/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-2403","AFD","3F","2","(-97.766355,30.190929)",2023-10-09,"10-09",10,9,"Fall","TRASH"
"12890",23140414,2023,"Oct","10/09/2023 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-2805","AFD","3F","7","(-97.722117,30.395841)",2023-10-09,"10-09",10,9,"Fall","DUMP"
"12891",23140467,2023,"Oct","10/09/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-2402","AFD","3F","2","(-97.740424,30.206838)",2023-10-09,"10-09",10,9,"Fall","TRASH"
"12892",23140483,2023,"Oct","10/09/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-1404","AFD","3F","9","(-97.714900,30.301649)",2023-10-09,"10-09",10,9,"Fall","TRASH"
"12893",23140513,2023,"Oct","10/09/2023 12:00:00 AM","Fire","ELEC - Electrical Fire","00-1601","AFD","3F","7","(-97.738419,30.343457)",2023-10-09,"10-09",10,9,"Fall","ELEC"
"12894",23140533,2023,"Oct","10/09/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-2003","AFD","3F","5","(-97.830197,30.213805)",2023-10-09,"10-09",10,9,"Fall","TRASH"
"12895",23140534,2023,"Oct","10/09/2023 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-0701","AFD","3F","3","(-97.730333,30.262257)",2023-10-09,"10-09",10,9,"Fall","DUMP"
"12896",23140561,2023,"Oct","10/09/2023 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-4001","AFD","1F","7","(-97.637123,30.406231)",2023-10-09,"10-09",10,9,"Fall","BOXS"
"12897",23140574,2023,"Oct","10/09/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-3611","AFD","3F","2","(-97.768126,30.187297)",2023-10-09,"10-09",10,9,"Fall","TRASH"
"12898",23140653,2023,"Oct","10/10/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-1707","AFD","3F","3","(-97.759469,30.225771)",2023-10-10,"10-10",10,10,"Fall","TRASH"
"12899",23140772,2023,"Oct","10/10/2023 12:00:00 AM","Fire","AUTO - Auto Fire","00-1401","AFD","2F","9","(-97.711310,30.307359)",2023-10-10,"10-10",10,10,"Fall","AUTO"
"12900",23140781,2023,"Oct","10/10/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-3801","AFD","3F","6","(-97.791435,30.445095)",2023-10-10,"10-10",10,10,"Fall","TRASH"
"12901",23140859,2023,"Oct","10/10/2023 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-4201","AFD","3F","2","(-97.645588,30.206081)",2023-10-10,"10-10",10,10,"Fall","GRASS"
"12902",23140879,2023,"Oct","10/10/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-4206","AFD","3F","2","(-97.671557,30.212570)",2023-10-10,"10-10",10,10,"Fall","TRASH"
"12903",23140909,2023,"Oct","10/10/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-0701","AFD","3F","3","(-97.713689,30.263233)",2023-10-10,"10-10",10,10,"Fall","TRASH"
"12904",23140927,2023,"Oct","10/10/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-2704","AFD","3F","8","(-97.824928,30.233555)",2023-10-10,"10-10",10,10,"Fall","TRASH"
"12905",23140972,2023,"Oct","10/10/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-3604","AFD","3F","5","(-97.786981,30.166942)",2023-10-10,"10-10",10,10,"Fall","TRASH"
"12906",23141046,2023,"Oct","10/10/2023 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-2305","AFD","3F","4","(-97.696442,30.349147)",2023-10-10,"10-10",10,10,"Fall","DUMP"
"12907",23141115,2023,"Oct","10/11/2023 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-0203","AFD","1F","1","(-97.726453,30.274301)",2023-10-11,"10-11",10,11,"Fall","BOXS"
"12908",23141127,2023,"Oct","10/11/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-0201","AFD","3F","9","(-97.734042,30.283401)",2023-10-11,"10-11",10,11,"Fall","TRASH"
"12909",23141151,2023,"Oct","10/11/2023 12:00:00 AM","Fire","ELEC - Electrical Fire","00-4206","AFD","3F","2","(-97.670566,30.208636)",2023-10-11,"10-11",10,11,"Fall","ELEC"
"12910",23141203,2023,"Oct","10/11/2023 12:00:00 AM","Fire","BOXL- Structure Fire","00-4907","AFD","1F","5","(-97.794498,30.132647)",2023-10-11,"10-11",10,11,"Fall","BOXL"
"12911",23141210,2023,"Oct","10/11/2023 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-0807","AFD","1F","7","(-97.745894,30.394936)",2023-10-11,"10-11",10,11,"Fall","BOXS"
"12912",23141262,2023,"Oct","10/11/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-1702","AFD","3F","2","(-97.779205,30.211393)",2023-10-11,"10-11",10,11,"Fall","TRASH"
"12913",23141376,2023,"Oct","10/11/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-3604","AFD","3F","5","(-97.788541,30.167056)",2023-10-11,"10-11",10,11,"Fall","TRASH"
"12914",23141396,2023,"Oct","10/11/2023 12:00:00 AM","Fire","AUTO - Auto Fire","00-4001","AFD","2F","7","(-97.671582,30.406768)",2023-10-11,"10-11",10,11,"Fall","AUTO"
"12915",23141398,2023,"Oct","10/11/2023 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-0303","AFD","1F","9","(-97.728140,30.289766)",2023-10-11,"10-11",10,11,"Fall","BOXS"
"12916",23141402,2023,"Oct","10/11/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-3001","AFD","3F","4","(-97.696718,30.365205)",2023-10-11,"10-11",10,11,"Fall","TRASH"
"12917",23141403,2023,"Oct","10/11/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-3003","AFD","3F","7","(-97.679402,30.399117)",2023-10-11,"10-11",10,11,"Fall","TRASH"
"12918",23141409,2023,"Oct","10/11/2023 12:00:00 AM","Fire","BBQ - Unsafe Cooking","00-1905","AFD","4F","10","(-97.768131,30.327056)",2023-10-11,"10-11",10,11,"Fall","BBQ"
"12919",23141447,2023,"Oct","10/11/2023 12:00:00 AM","Fire","AUTO - Auto Fire","00-1602","AFD","2F","4","(-97.704375,30.339866)",2023-10-11,"10-11",10,11,"Fall","AUTO"
"12920",23141495,2023,"Oct","10/11/2023 12:00:00 AM","Fire","ELEC - Electrical Fire","00-2201","AFD","3F","3","(-97.726297,30.229682)",2023-10-11,"10-11",10,11,"Fall","ELEC"
"12921",23141509,2023,"Oct","10/12/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-3001","AFD","3F","4","(-97.695100,30.369263)",2023-10-12,"10-12",10,12,"Fall","TRASH"
"12922",23141541,2023,"Oct","10/12/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-2401","AFD","3F","2","(-97.747748,30.183201)",2023-10-12,"10-12",10,12,"Fall","TRASH"
"12923",23141546,2023,"Oct","10/12/2023 12:00:00 AM","Fire","AUTO - Auto Fire","00-2202","AFD","2F","9","(-97.735491,30.243117)",2023-10-12,"10-12",10,12,"Fall","AUTO"
"12924",23141558,2023,"Oct","10/12/2023 12:00:00 AM","Fire","AUTO - Auto Fire","00-2606","AFD","2F","1","(-97.654074,30.287868)",2023-10-12,"10-12",10,12,"Fall","AUTO"
"12925",23141559,2023,"Oct","10/12/2023 12:00:00 AM","Fire","AUTO - Auto Fire","00-0505","AFD","2F","1","(-97.653241,30.282811)",2023-10-12,"10-12",10,12,"Fall","AUTO"
"12926",23141567,2023,"Oct","10/12/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-1805","AFD","3F","4","(-97.686579,30.332208)",2023-10-12,"10-12",10,12,"Fall","TRASH"
"12927",23141608,2023,"Oct","10/12/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-1703","AFD","3F","5","(-97.787419,30.229045)",2023-10-12,"10-12",10,12,"Fall","TRASH"
"12928",23141624,2023,"Oct","10/12/2023 12:00:00 AM","Fire","BOXL- Structure Fire","00-3601","AFD","1F","2","(-97.799059,30.172370)",2023-10-12,"10-12",10,12,"Fall","BOXL"
"12929",23141652,2023,"Oct","10/12/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-0602","AFD","3F","9","(-97.745409,30.235573)",2023-10-12,"10-12",10,12,"Fall","TRASH"
"12930",23141677,2023,"Oct","10/12/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-1707","AFD","3F","3","(-97.754946,30.222413)",2023-10-12,"10-12",10,12,"Fall","TRASH"
"12931",23141705,2023,"Oct","10/12/2023 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-0807","AFD","3F","7","(-97.735577,30.385682)",2023-10-12,"10-12",10,12,"Fall","GRASS"
"12932",23141786,2023,"Oct","10/12/2023 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-4902","AFD","3F","2","(-97.783684,30.167030)",2023-10-12,"10-12",10,12,"Fall","GRASS"
"12933",23141835,2023,"Oct","10/12/2023 12:00:00 AM","Fire","BOX -Structure Fire","00-3501","AFD","1F","2","(-97.741112,30.214050)",2023-10-12,"10-12",10,12,"Fall","BOX"
"12934",23141844,2023,"Oct","10/12/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-1501","AFD","3F","3","(-97.691569,30.258824)",2023-10-12,"10-12",10,12,"Fall","TRASH"
"12935",23141889,2023,"Oct","10/12/2023 12:00:00 AM","Fire","AUTO - Auto Fire","00-2404","AFD","2F","2","(-97.730392,30.171124)",2023-10-12,"10-12",10,12,"Fall","AUTO"
"12936",23141900,2023,"Oct","10/12/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-2301","AFD","3F","1","(-97.674717,30.366743)",2023-10-12,"10-12",10,12,"Fall","TRASH"
"12937",23141985,2023,"Oct","10/12/2023 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-1901","AFD","3F","10","(-97.758139,30.336032)",2023-10-12,"10-12",10,12,"Fall","DUMP"
"12938",23142056,2023,"Oct","10/13/2023 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-3502","AFD","3F","3","(-97.738241,30.223144)",2023-10-13,"10-13",10,13,"Fall","GRASS"
"12939",23142097,2023,"Oct","10/13/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-0604","AFD","3F","9","(-97.750933,30.256929)",2023-10-13,"10-13",10,13,"Fall","TRASH"
"12940",23142179,2023,"Oct","10/13/2023 12:00:00 AM","Fire","ELEC - Electrical Fire","00-2704","AFD","3F","8","(-97.834532,30.211961)",2023-10-13,"10-13",10,13,"Fall","ELEC"
"12941",23142185,2023,"Oct","10/13/2023 12:00:00 AM","Fire","BOX -Structure Fire","00-3808","AFD","1F","6","(-97.780888,30.440958)",2023-10-13,"10-13",10,13,"Fall","BOX"
"12942",23142217,2023,"Oct","10/13/2023 12:00:00 AM","Fire","AUTO - Auto Fire","00-2002","AFD","2F","5","(-97.830356,30.213685)",2023-10-13,"10-13",10,13,"Fall","AUTO"
"12943",23142281,2023,"Oct","10/13/2023 12:00:00 AM","Fire","AUTO - Auto Fire","00-3607","AFD","2F","2","(-97.772291,30.190611)",2023-10-13,"10-13",10,13,"Fall","AUTO"
"12944",23142291,2023,"Oct","10/13/2023 12:00:00 AM","Fire","TRASH - Trash Fire","00-1707","AFD","3F","3","(-97.748883,30.222361)",2023-10-13,"10-13",10,13,"Fall","TRASH"
